filename,interval,transcript,sentiment,caller,conversation_date,industry,inserted_date
transcript_8,70,That's a bit more than I was hoping for. Can you see if there's any way to reduce the cost?,-0.85434843987783270000,customer,2026-02-04 00:01:10,Insurance,2026-02-26
transcript_8,80,That sounds good. How much will that save me?,0.84129361341020180000,customer,2026-02-04 00:01:20,Insurance,2026-02-26
transcript_8,90,"Alright, that sounds good. Go ahead and make the changes.",0.80316569753810150000,customer,2026-02-04 00:01:30,Insurance,2026-02-26
transcript_9,0,good afternoon,0.92203184314638720000,customer,2026-02-21 00:00:00,Insurance,2026-02-26
transcript_9,10,"Okay, hi John.",0.00936959532772208000,customer,2026-02-21 00:00:10,Insurance,2026-02-26
transcript_9,20,"Ah, yes. I got it last week.",0.93227520297999720000,customer,2026-02-21 00:00:20,Insurance,2026-02-26
transcript_9,40,"No, I think I understand everything. It all looks good.",0.97691393170499030000,customer,2026-02-21 00:00:40,Insurance,2026-02-26
transcript_9,50,"Okay, will do. Thanks John.
CUSTOMER
No, that's all.",0.71411108382084150000,customer,2026-02-21 00:00:50,Insurance,2026-02-26
transcript_10,0,good afternoon. I'm calling to change my coverage levels and deductibles on my policy.,-0.12484107605763480000,customer,2026-02-18 00:00:00,Insurance,2026-02-26
transcript_10,20,"Well, I've been with your company for a while now and I feel like I'm paying too much for my coverage. I want to lower my premiums.",-0.91732997669665590000,customer,2026-02-18 00:00:20,Insurance,2026-02-26
transcript_10,40,It's 123456.,0.00015092202873451250,customer,2026-02-18 00:00:40,Insurance,2026-02-26
transcript_10,60,I think I'd like to increase my deductible. How much would that save me?,-0.01269968453341441000,customer,2026-02-18 00:01:00,Insurance,2026-02-26
transcript_10,70,That sounds good. Can you make that change for me?,0.87809094644305840000,customer,2026-02-18 00:01:10,Insurance,2026-02-26
transcript_10,90,"Yes, that's correct.",0.51485815284913890000,customer,2026-02-18 00:01:30,Insurance,2026-02-26
transcript_11,0,good afternoon,0.92203184314638720000,customer,2026-02-14 00:00:00,Insurance,2026-02-26
transcript_11,10,I am calling to discuss my initial claim that I submitted last week.,-0.00064462326587383380,customer,2026-02-14 00:00:10,Insurance,2026-02-26
transcript_11,20,It's #1234.,0.00018166676077324690,customer,2026-02-14 00:00:20,Insurance,2026-02-26
transcript_11,30,"Well, I submitted my claim last week and I haven't heard anything back yet. I was wondering if there was an issue with it.",-0.65964590902830370000,customer,2026-02-14 00:00:30,Insurance,2026-02-26
transcript_11,50,"Okay, that's good to know. I was worried that something was wrong with it.",-0.03271050877755277000,customer,2026-02-14 00:00:50,Insurance,2026-02-26
transcript_11,60,"No, that's all. Thank you for your help.",0.80065217974932130000,customer,2026-02-14 00:01:00,Insurance,2026-02-26
transcript_12,0,good afternoon. I'm calling to update some information on my claim.,0.02707782895776527000,customer,2026-01-29 00:00:00,Insurance,2026-02-26
transcript_12,20,It's #123456.,0.00027068188225010110,customer,2026-01-29 00:00:20,Insurance,2026-02-26
transcript_12,30,I need to update my contact information. I've recently moved to a new address.,-0.00060546978928721630,customer,2026-01-29 00:00:30,Insurance,2026-02-26
transcript_12,40,"It's 123 Main St, Anytown, USA 12345.",0.00034881470407471800,customer,2026-01-29 00:00:40,Insurance,2026-02-26
transcript_12,60,"Yes, I also need to update the vehicle information. The vehicle make is incorrect.",0.00005930269219134310,customer,2026-01-29 00:01:00,Insurance,2026-02-26
transcript_12,70,"It's a Toyota, not a Honda.",-0.22247616949791380000,customer,2026-01-29 00:01:10,Insurance,2026-02-26
transcript_12,80,"Yes, I need to update the property details as well. The damage is more extensive than initially reported.",-0.82859553380863920000,customer,2026-01-29 00:01:20,Insurance,2026-02-26
transcript_12,100,"The roof is damaged, and there's water damage in the living room.",-0.94251641864846760000,customer,2026-01-29 00:01:40,Insurance,2026-02-26
transcript_12,120,"No, that's all. Thank you for your help.",0.80065217974932130000,customer,2026-01-29 00:02:00,Insurance,2026-02-26
transcript_12,130,"Okay, thank you.",0.72595219490837120000,customer,2026-01-29 00:02:10,Insurance,2026-02-26
transcript_13,0,good afternoon. I'm having some car trouble and I need roadside assistance.,-0.00224670377110292000,customer,2026-02-06 00:00:00,Insurance,2026-02-26
transcript_13,20,"Yeah, I'm on the highway, near the 5th mile marker.",0.01265738408683426000,customer,2026-02-06 00:00:20,Insurance,2026-02-26
transcript_13,30,It just stopped running. I was driving and then it just died on me.,-0.95148068919485600000,customer,2026-02-06 00:00:30,Insurance,2026-02-26
transcript_13,50,It's a Toyota Camry.,0.05311650128719314000,customer,2026-02-06 00:00:50,Insurance,2026-02-26
transcript_13,60,"Okay, thank you so much. I really appreciate it.",0.98110271587967150000,customer,2026-02-06 00:01:00,Insurance,2026-02-26
transcript_13,70,"No, that's all. Thank you again.",0.86045794499754150000,customer,2026-02-06 00:01:10,Insurance,2026-02-26
transcript_14,0,good afternoon. I am calling to inquire about the status of my claim. I submitted it a few weeks ago and haven't heard back yet.,-0.02981149388706317000,customer,2026-02-03 00:00:00,Insurance,2026-02-26
transcript_14,20,It's #123456.,0.00027068188225010110,customer,2026-02-03 00:00:20,Insurance,2026-02-26
transcript_14,30,"Okay, that's what I thought. How much longer will it take to process?",-0.62043755481338460000,customer,2026-02-03 00:00:30,Insurance,2026-02-26
transcript_14,50,"Yes, please. I really need to get this resolved as soon as possible.",-0.48507208777877570000,customer,2026-02-03 00:00:50,Insurance,2026-02-26
transcript_14,60,"Okay, that sounds good. What's the next step after that?",0.89908360952585090000,customer,2026-02-03 00:01:00,Insurance,2026-02-26
transcript_14,80,"Alright, thank you for your help. I appreciate it.",0.97762180850063700000,customer,2026-02-03 00:01:20,Insurance,2026-02-26
transcript_14,90,"No, that's all. Thank you again.",0.86045794499754150000,customer,2026-02-03 00:01:30,Insurance,2026-02-26
transcript_22,60,It's a 2018 Honda Civic.,0.09669067108483524000,customer,2026-01-29 00:01:00,Insurance,2026-02-26
transcript_15,0,good afternoon. I'm calling to modify my service providers. I want to change my tow and repair shop.,-0.00063897119304989760,customer,2026-01-22 00:00:00,Insurance,2026-02-26
transcript_15,20,It's 555-1234.,0.00039182684658789490,customer,2026-01-22 00:00:20,Insurance,2026-02-26
transcript_15,30,I'm not satisfied with the current tow service. They're always late and don't seem to care about my vehicle.,-0.96538938561071640000,customer,2026-01-22 00:00:30,Insurance,2026-02-26
transcript_15,50,"Yes, please.",0.35746911031804040000,customer,2026-01-22 00:00:50,Insurance,2026-02-26
transcript_15,60,"Yeah, I'll try XYZ Towing.",0.04477643029385681000,customer,2026-01-22 00:01:00,Insurance,2026-02-26
transcript_15,70,"Great, thank you.",0.98105534673959260000,customer,2026-01-22 00:01:10,Insurance,2026-02-26
transcript_16,0,good afternoon,0.92203184314638720000,customer,2026-02-13 00:00:00,Insurance,2026-02-26
transcript_16,10,"Hi, I need to add some notes to my previous claim.",-0.00045012405597677500,customer,2026-02-13 00:00:10,Insurance,2026-02-26
transcript_16,20,It's #1234.,0.00018166676077324690,customer,2026-02-13 00:00:20,Insurance,2026-02-26
transcript_16,30,"I want to add some evidence, photos, and a repair estimate.",-0.01096625922014471000,customer,2026-02-13 00:00:30,Insurance,2026-02-26
transcript_16,40,How do I do that?,-0.02309601749663281000,customer,2026-02-13 00:00:40,Insurance,2026-02-26
transcript_16,50,"Okay, got it. And what about the notes?",-0.02067568510344842000,customer,2026-02-13 00:00:50,Insurance,2026-02-26
transcript_16,60,"Alright, I think that's it. Thank you for your help.",0.93849473247903060000,customer,2026-02-13 00:01:00,Insurance,2026-02-26
transcript_17,0,good afternoon,0.92203184314638720000,customer,2026-01-22 00:00:00,Insurance,2026-02-26
transcript_17,20,"Oh, hi Emily. Yeah, I did apply for a loan. What's the status on that?",0.00172499847065904500,customer,2026-01-22 00:00:20,Insurance,2026-02-26
transcript_17,30,"Okay, I apologize for the delay. What specific documents do you need?",-0.11207993862734360000,customer,2026-01-22 00:00:30,Insurance,2026-02-26
transcript_17,50,"Alright, I can provide those. How do I get them to you?",0.01565238057529761000,customer,2026-01-22 00:00:50,Insurance,2026-02-26
transcript_17,60,"Yeah, that would be great. Can you give me the fax number?",0.88929147417681620000,customer,2026-01-22 00:01:00,Insurance,2026-02-26
transcript_17,70,"Okay, got it. I'll get those documents sent over today.",0.02334447450291322000,customer,2026-01-22 00:01:10,Insurance,2026-02-26
transcript_17,80,"Sounds good. Thanks, Emily.",0.97697332968107820000,customer,2026-01-22 00:01:20,Insurance,2026-02-26
transcript_18,0,good afternoon,0.92203184314638720000,customer,2026-01-08 00:00:00,Insurance,2026-02-26
transcript_18,10,I need to add some notes to my claim. Can you help me with that?,0.00022989804127704350,customer,2026-01-08 00:00:10,Insurance,2026-02-26
transcript_18,20,It's #1234.,0.00018166676077324690,customer,2026-01-08 00:00:20,Insurance,2026-02-26
transcript_18,30,I want to add some evidence. I have some photos of the damage.,-0.74107351634168070000,customer,2026-01-08 00:00:30,Insurance,2026-02-26
transcript_18,40,Okay. That sounds good.,0.94482225862080500000,customer,2026-01-08 00:00:40,Insurance,2026-02-26
transcript_18,50,"Yes, I do. Can I upload that as well?",0.01343556605586463000,customer,2026-01-08 00:00:50,Insurance,2026-02-26
transcript_18,60,Okay. I've uploaded the photos and the repair estimate.,0.01017934581148787000,customer,2026-01-08 00:01:00,Insurance,2026-02-26
transcript_19,0,good afternoon,0.92203184314638720000,customer,2026-01-14 00:00:00,Insurance,2026-02-26
transcript_19,10,I had an accident last week and I need to report it to my insurance company.,-0.20166254133873460000,customer,2026-01-14 00:00:10,Insurance,2026-02-26
transcript_19,30,"Yeah, it's 1234567890.",0.00772168832019026800,customer,2026-01-14 00:00:30,Insurance,2026-02-26
transcript_19,40,I was driving home from work and another car ran a red light and hit me.,-0.89041168494760170000,customer,2026-01-14 00:00:40,Insurance,2026-02-26
transcript_19,60,"No, I was lucky. Just some damage to my car.",-0.90505535005380720000,customer,2026-01-14 00:01:00,Insurance,2026-02-26
transcript_19,70,"Yeah, it's 555-1234 and [email address].",0.01480660364575548000,customer,2026-01-14 00:01:10,Insurance,2026-02-26
transcript_19,80,"No, that's all. Thank you for your help.",0.80065217974932130000,customer,2026-01-14 00:01:20,Insurance,2026-02-26
transcript_19,90,"Yeah, me too. Thanks again.",0.91960257730973430000,customer,2026-01-14 00:01:30,Insurance,2026-02-26
transcript_20,0,good afternoon. I'm calling about my policy. I need to make some changes.,-0.01432532990035207000,customer,2026-01-11 00:00:00,Insurance,2026-02-26
transcript_20,20,It's #123456.,0.00027068188225010110,customer,2026-01-11 00:00:20,Insurance,2026-02-26
transcript_20,30,I'd like to add my new car to the policy.,0.03281648168799745000,customer,2026-01-11 00:00:30,Insurance,2026-02-26
transcript_20,50,"It's a Toyota Camry, 2022, and the VIN is 1234567890.",0.00956237569422269100,customer,2026-01-11 00:00:50,Insurance,2026-02-26
transcript_20,60,"Yes, please.",0.35746911031804040000,customer,2026-01-11 00:01:00,Insurance,2026-02-26
transcript_20,80,"Yes, that's fine.",-0.01156158351344416000,customer,2026-01-11 00:01:20,Insurance,2026-02-26
transcript_20,90,"Great, thank you for your help.",0.98450958672586240000,customer,2026-01-11 00:01:30,Insurance,2026-02-26
transcript_21,0,good afternoon I'm calling about my claim. I'm really frustrated and disappointed with the process so far. It's been weeks and I haven't heard back from anyone.,-0.95955706017689750000,customer,2026-01-02 00:00:00,Insurance,2026-02-26
transcript_21,30,"It's #12345. I've already provided all the necessary documents and information, but nobody seems to be working on it.",-0.89825428684575290000,customer,2026-01-02 00:00:30,Insurance,2026-02-26
transcript_21,60,"That's what the last agent told me. I was promised a call back within 24 hours, but nobody called. I'm starting to think that nobody cares about my situation.",-0.96097214099928430000,customer,2026-01-02 00:01:00,Insurance,2026-02-26
transcript_21,90,It's 555-1234. I hope you're not just saying that to get me off the phone.,-0.76243872912612650000,customer,2026-01-02 00:01:30,Insurance,2026-02-26
transcript_21,110,Okay...I hope so. This experience has been really disappointing.,-0.96350167115302600000,customer,2026-01-02 00:01:50,Insurance,2026-02-26
transcript_21,130,"No, that's all. Just get my claim resolved.",-0.02109563196781405000,customer,2026-01-02 00:02:10,Insurance,2026-02-26
transcript_22,0,good afternoon I'm having some car trouble and I need roadside assistance.,-0.03094866396594398000,customer,2026-01-29 00:00:00,Insurance,2026-02-26
transcript_22,20,"Yeah, I was driving on the highway and my car just stopped. I don't know what's wrong with it.",-0.93825435077149400000,customer,2026-01-29 00:00:20,Insurance,2026-02-26
transcript_22,70,"Yeah, I'm on the side of the road, but there's not a lot of shoulder room.",-0.00709854141393861900,customer,2026-01-29 00:01:10,Insurance,2026-02-26
transcript_22,90,"Okay, thank you. I appreciate it.",0.97678179880716830000,customer,2026-01-29 00:01:30,Insurance,2026-02-26
transcript_22,100,"No, that's all. Thank you again.",0.86045794499754150000,customer,2026-01-29 00:01:40,Insurance,2026-02-26
transcript_23,0,good afternoon. I'm calling to report an accident and make a claim. I was involved in a car accident yesterday and I need to get it sorted out as soon as possible.,0.00009071260788839908,customer,2026-01-05 00:00:00,Insurance,2026-02-26
transcript_23,20,It's 123456. And can you please hurry up? I don't have all day.,-0.76282692639796860000,customer,2026-01-05 00:00:20,Insurance,2026-02-26
transcript_23,30,I was driving home from work and some idiot ran a red light and smashed into me. The police were called and everything.,-0.94832420137568010000,customer,2026-01-05 00:00:30,Insurance,2026-02-26
transcript_23,40,"Yeah, the police took care of all that. They gave me a report number and everything.",0.05569502183359193000,customer,2026-01-05 00:00:40,Insurance,2026-02-26
transcript_23,50,It's 2022-001234. Now can we please get on with the claim?,-0.03983306050159591000,customer,2026-01-05 00:00:50,Insurance,2026-02-26
transcript_23,60,"Yeah, it's all the same. Just get it done, please.",-0.88896186854791390000,customer,2026-01-05 00:01:00,Insurance,2026-02-26
transcript_23,70,Fine. Thank you.,0.97373331499306250000,customer,2026-01-05 00:01:10,Insurance,2026-02-26
transcript_24,0,good afternoon,0.92203184314638720000,customer,2026-01-19 00:00:00,Insurance,2026-02-26
transcript_24,10,I need to set up a new policy. Can you help me with that?,-0.00040587429834637590,customer,2026-01-19 00:00:10,Insurance,2026-02-26
transcript_24,30,It's a life insurance policy. I want to make sure my family is protected in case something happens to me.,0.00042182896208986520,customer,2026-01-19 00:00:30,Insurance,2026-02-26
transcript_24,40,I have a wife and two kids. I want to make sure they're taken care of financially if I'm no longer around.,-0.01047450020765872000,customer,2026-01-19 00:00:40,Insurance,2026-02-26
transcript_24,60,I'm not sure. What are the options?,-0.57579317705295750000,customer,2026-01-19 00:01:00,Insurance,2026-02-26
transcript_24,70,That sounds good. What's the process to set up a new policy?,0.71382844322961160000,customer,2026-01-19 00:01:10,Insurance,2026-02-26
transcript_24,90,Sounds good. Let's get started then.,0.94378700023745200000,customer,2026-01-19 00:01:30,Insurance,2026-02-26
transcript_24,100,"Yes, I have all that information ready.",0.04316067951011382000,customer,2026-01-19 00:01:40,Insurance,2026-02-26
transcript_24,120,Thank you so much for your help. I really appreciate it.,0.98397759265264140000,customer,2026-01-19 00:02:00,Insurance,2026-02-26
transcript_25,0,good afternoon,0.92203184314638720000,customer,2026-01-22 00:00:00,Insurance,2026-02-26
transcript_25,20,"Ah, yes. I did receive it. Thank you for following up.",0.97846462139386030000,customer,2026-01-22 00:00:20,Insurance,2026-02-26
transcript_25,30,"Yeah, I've already signed it and it's ready to go back. I was just waiting for a pickup or something.",0.31343343011036490000,customer,2026-01-22 00:00:30,Insurance,2026-02-26
transcript_25,40,"Yeah, that's fine. Thanks.",0.75394339198758340000,customer,2026-01-22 00:00:40,Insurance,2026-02-26
transcript_25,50,"No, that's all. Thanks again.",-0.16346849319488710000,customer,2026-01-22 00:00:50,Insurance,2026-02-26
transcript_26,0,good afternoon,0.92203184314638720000,customer,2026-02-24 00:00:00,Insurance,2026-02-26
transcript_26,10,I had an accident on Friday and I need to report it.,-0.22594225063923130000,customer,2026-02-24 00:00:10,Insurance,2026-02-26
transcript_26,20,It's 1234567890.,0.00017736960032810330,customer,2026-02-24 00:00:20,Insurance,2026-02-26
transcript_26,40,I was driving on the highway and another car hit me from behind.,-0.85912947375905950000,customer,2026-02-24 00:00:40,Insurance,2026-02-26
transcript_26,50,"No, I was lucky. But my car has some damage.",-0.91603890020539740000,customer,2026-02-24 00:00:50,Insurance,2026-02-26
transcript_26,60,"Okay, that sounds good.",0.95114571500340790000,customer,2026-02-24 00:01:00,Insurance,2026-02-26
transcript_26,70,It was on Friday at 3 pm.,0.00020934794211935340,customer,2026-02-24 00:01:10,Insurance,2026-02-26
transcript_26,80,"Yes, I have their insurance information and contact details.",0.00354448545636626400,customer,2026-02-24 00:01:20,Insurance,2026-02-26
transcript_26,90,"Okay, thank you.",0.72595219490837120000,customer,2026-02-24 00:01:30,Insurance,2026-02-26
transcript_27,0,good afternoon. I'm calling to inquire about my recent bill. I was surprised to see that it's higher than usual.,0.03431295976350413000,customer,2026-01-17 00:00:00,Insurance,2026-02-26
transcript_27,20,"Yeah, it's 1234567890.",0.00772168832019026800,customer,2026-01-17 00:00:20,Insurance,2026-02-26
transcript_27,30,"Well, I was expecting it to be around $100, but it's showing $150. I don't understand why it's so high.",-0.76661924778684430000,customer,2026-01-17 00:00:30,Insurance,2026-02-26
transcript_27,50,That's ridiculous. How could you guys make such a mistake?,-0.95745051956436540000,customer,2026-01-17 00:00:50,Insurance,2026-02-26
transcript_1,0,Hello good afternoon.,0.80734519818684690000,agent,2026-01-25 00:00:00,Insurance,2026-02-26
transcript_1,10,How can I assist you today?,0.00556031215424075700,agent,2026-01-25 00:00:10,Insurance,2026-02-26
transcript_1,20,Sorry to hear that. Can you please provide me with your policy number so I can assist you with the claim process?,-0.02170601937557692000,agent,2026-01-25 00:00:20,Insurance,2026-02-26
transcript_1,30,Thank you. I've located your policy. Can you please tell me more about the accident? What happened?,0.03730191103221953000,agent,2026-01-25 00:00:30,Insurance,2026-02-26
transcript_1,40,I'm so sorry to hear that. Were you injured in the accident?,-0.82049750961377410000,agent,2026-01-25 00:00:40,Insurance,2026-02-26
transcript_1,50,Okay. I'm going to guide you through the claim process. I'll need to ask you some more questions. Can you please provide me with the date and time of the accident?,0.00065058388532487910,agent,2026-01-25 00:00:50,Insurance,2026-02-26
transcript_1,60,And do you have the other driver's information?,-0.00011782547638422570,agent,2026-01-25 00:01:00,Insurance,2026-02-26
transcript_1,70,That's great. I'm going to go ahead and file the claim for you. You should receive an email with the claim number and further instructions within the next 24 hours.,0.92260833840352660000,agent,2026-01-25 00:01:10,Insurance,2026-02-26
transcript_1,80,You're welcome. Is there anything else I can assist you with today?,0.77833108434870850000,agent,2026-01-25 00:01:20,Insurance,2026-02-26
transcript_2,0,Hello good afternoon.,0.80734519818684690000,agent,2026-01-27 00:00:00,Insurance,2026-02-26
transcript_38,60,"Okay, sure.",-0.00386378188597458200,customer,2026-01-15 00:01:00,Insurance,2026-02-26
transcript_2,10,Sorry to hear that. Can you please provide me with the model number and the serial number of your washing machine?,-0.17637863147189660000,agent,2026-01-27 00:00:10,Insurance,2026-02-26
transcript_2,40,"I understand your frustration, sir. I'm going to go ahead and report this breakdown. Can you please tell me a little bit more about what's happening when you try to turn it on? Is there any error message or anything?",-0.33369113262530000000,agent,2026-01-27 00:00:40,Insurance,2026-02-26
transcript_2,70,"I apologize for the inconvenience, sir. I'm going to go ahead and schedule a technician to come out and take a look at it. Would you be available for them to come out tomorrow or Wednesday?",-0.00574724917463420600,agent,2026-01-27 00:01:10,Insurance,2026-02-26
transcript_2,90,"I understand, sir. We'll take care of the repair costs. I just need to confirm your address and contact information to schedule the appointment.",0.03125503561215437000,agent,2026-01-27 00:01:30,Insurance,2026-02-26
transcript_2,110,"Alright, sir. I've scheduled the appointment for tomorrow. Someone will be out to take a look at your washing machine between 10am and 2pm. Is there anything else I can assist you with today?",0.01711493916710377000,agent,2026-01-27 00:01:50,Insurance,2026-02-26
transcript_3,0,Hello good afternoon.,0.80734519818684690000,agent,2026-01-30 00:00:00,Insurance,2026-02-26
transcript_3,20,I apologize for the inconvenience. Can you please tell me more about the issue you're facing on our website?,-0.16227730448435540000,agent,2026-01-30 00:00:20,Insurance,2026-02-26
transcript_3,40,I understand your frustration. Let me see if I can assist you with filing the claim over the phone. Can you please provide me with your policy number?,-0.04205753483952357000,agent,2026-01-30 00:00:40,Insurance,2026-02-26
transcript_3,60,"I apologize again for the issue. I've checked on our system and it seems that there was a technical glitch earlier today. Our team is working on resolving it. In the meantime, I can assist you with filing the claim.",0.00060009529828519700,agent,2026-01-30 00:01:00,Insurance,2026-02-26
transcript_3,80,I understand why you're upset. I'm going to do my best to assist you with the claim. Can you please tell me more about the incident that led to the claim?,-0.00868658629916185800,agent,2026-01-30 00:01:20,Insurance,2026-02-26
